,SC4.435_flank,SC4.613_flank,SC4.616_flank,SC4.917_flank,SC4.918_flank,SC4.920_flank,SC39.739_flank,SC39.963_flank,SC39.964_flank,SC16.A1465,SC16.A1466,SC16.A1467,SC49.A1428,SC49.A1430,SC49.A1431,TC568c.A1531,TC568c.A1532,TC568c.A1533
RILPL1,302,367,340,317,309,282,263,317,334,59,64,29,254,109,113,143,151,112
RILPL2,108,124,118,76,88,96,44,132,79,41,57,28,220,231,251,184,189,276
RIMBP2,3268,2775,2460,4134,1658,2571,2374,1602,1966,179,357,469,1352,627,818,1123,1092,905
RIMBP3,20,17,13,10,9,6,48,32,22,0,7,0,4,1,5,2,1,7
RIMBP3B,1,2,2,2,0,3,4,4,2,0,2,2,0,0,0,0,0,0
RIMBP3C,2,1,4,1,1,3,5,9,5,0,0,0,1,0,2,0,0,0
RIMKLA,7865,7020,7153,8061,4607,5504,3340,3684,3679,1561,3366,2497,725,1075,806,450,403,947
RIMKLB,2106,1641,1716,2612,990,1244,2878,2203,2211,310,915,780,1486,849,931,2048,2167,2317
RIMKLBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMKLBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMS1,14,7,11,4,0,1,505,386,306,16,51,125,1931,846,3205,1682,1729,3140
RIMS2,3255,3202,2593,4005,2268,2575,3233,2627,2556,3033,3399,3415,3288,2849,2905,1933,2114,2728
RIMS3,3263,6915,2843,4027,2243,2643,2288,1604,1797,26,131,47,5791,2596,4795,3149,3892,7722
RIMS4,1085,1017,854,979,748,972,2202,955,1042,0,0,0,43,139,8,4,5,20
RIN1,38,47,38,36,29,53,43,55,37,8,6,4,144,34,113,106,184,133
RIN2,145,146,111,141,82,96,206,169,160,121,238,342,504,464,449,247,245,266
RIN3,34,42,19,36,52,75,7,38,29,5,30,13,12,25,4,0,0,7
RING1,1335,1335,1194,1233,891,1239,1517,1600,1517,380,2260,1342,2920,2293,2330,1813,1792,2664
RINL,992,893,733,1098,1188,1021,502,349,419,130,386,265,212,257,116,162,135,181
RINT1,745,779,683,943,543,536,1104,857,956,255,598,647,1033,1080,1305,651,914,1523
RIOK1,692,815,742,832,653,634,1143,1053,990,1344,2134,1960,2526,3119,2867,1590,1792,3232
RIOK2,449,501,427,620,290,349,362,326,310,129,646,380,702,941,933,375,415,975
RIOK3,1626,1780,1541,1965,1026,1131,1274,882,1020,912,1832,1563,3326,3005,4012,2414,2948,7062
RIOK3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPK1,1321,1416,1098,1457,1070,1343,1048,1137,1061,280,1187,736,1741,1744,1763,944,1168,1803
RIPK2,211,201,176,155,165,134,121,131,113,99,275,282,65,118,120,27,51,104
RIPK3,63,108,75,92,63,104,1,6,10,9,20,6,6,2,3,0,3,0
RIPK4,599,770,583,806,493,495,374,522,527,68,246,187,254,164,527,235,282,434
RIPPLY1,1,1,0,2,2,1,4,0,0,0,2,2,3,1,1,0,4,2
RIPPLY2,115,107,113,122,68,90,1,13,6,61,234,201,203,72,156,120,101,129
RIPPLY3,4026,4326,3936,4056,4323,4924,1929,1609,1446,4985,6043,7317,3921,1712,5059,3320,3155,5577
RIT1,800,895,830,703,482,479,612,602,816,448,1197,861,943,799,1108,684,718,1059
RIT2,0,0,0,0,0,0,14,1,3,0,1,2,0,0,0,0,0,0
RITA1,572,661,565,501,495,660,643,652,581,118,465,298,406,402,400,237,267,513
RLBP1,2,2,0,1,1,1,0,0,1,0,0,2,0,1,2,0,3,0
RLF,2593,3197,2664,2597,1471,1413,1695,1334,1638,467,1018,678,2260,3957,2646,1505,1662,2855
RLIM,3436,3441,2889,3678,1825,1917,5793,4335,4668,549,1977,1287,2806,2736,4118,1913,2081,4733
RLIMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLIMP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLN1,0,1,5,2,1,1,29,31,30,10,28,21,3,0,6,1,1,3
RLN2,0,1,0,0,0,0,97,76,74,69,191,198,0,4,0,0,0,0
RLN3,0,4,4,2,2,0,0,0,0,0,0,0,17,10,9,3,5,8
RMDN1,772,746,697,983,559,626,1497,1224,1266,336,683,688,686,533,744,347,179,238
RMDN2,97,81,69,93,37,60,43,42,26,30,95,95,14,17,15,5,1,12
RMDN2-AS1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN3,521,525,533,402,414,447,909,763,793,239,987,553,893,549,631,566,690,742
RMI1,1791,1652,1602,2306,1048,1224,2640,1926,2038,273,916,600,2042,2194,3264,1220,1508,3654
RMI2,803,944,815,738,840,867,1250,1261,1235,266,890,833,1985,1349,2149,1101,1302,2315
RMND1,458,524,418,541,348,370,544,472,481,254,1072,707,658,601,838,447,456,1007
RMND5A,4643,4586,4027,4115,1975,2631,2450,1717,1596,438,2083,1216,4679,4723,6779,2977,3351,7463
RMND5B,1459,1518,1307,1214,1108,1455,1991,1448,1422,354,1277,876,1119,734,1027,789,1000,1419
RMRP,63,65,60,35,43,25,118,37,25,148,1065,639,130,176,156,65,79,108
RMRPP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMST,225,247,123,60,62,130,3753,1274,1685,25,37,57,21,2,6,10,7,6
RN7SK,943,1373,1397,374,753,464,1478,749,579,2249,6812,5553,1250,2011,2032,695,1131,1372
RN7SKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
RN7SKP102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP103,1,1,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0
RN7SKP104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP105,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
RN7SKP106,0,0,0,0,0,0,6,11,5,0,0,0,0,8,0,0,0,0
RN7SKP107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SKP108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP110,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP114,0,0,0,0,0,0,4,2,2,1,0,0,0,0,2,0,0,1
RN7SKP115,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
RN7SKP116,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP117,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
RN7SKP118,6,8,9,10,3,8,8,3,7,1,2,1,8,3,1,4,7,2
RN7SKP119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP12,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
RN7SKP120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP124,6,1,4,7,0,0,2,4,2,46,22,66,3,0,0,0,0,1
RN7SKP125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RN7SKP127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP129,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
RN7SKP13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SKP130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RN7SKP133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP137,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
RN7SKP139,3,0,1,1,0,0,2,3,2,1,0,2,2,1,1,0,1,0
RN7SKP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP150,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RN7SKP151,1,2,1,0,1,0,1,2,0,4,0,6,1,0,0,1,3,1
RN7SKP152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP153,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0
RN7SKP154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SKP157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP16,48,44,21,47,22,19,73,46,38,3,11,8,27,3,5,20,29,9
RN7SKP160,4,4,1,4,2,2,6,10,0,1,0,2,4,0,2,0,0,0
RN7SKP161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SKP164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP165,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,1
RN7SKP166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP169,0,0,0,0,0,0,1,1,0,9,7,7,1,0,0,3,2,0
RN7SKP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP170,2,1,5,2,7,5,0,4,5,0,0,0,1,0,0,0,2,0
RN7SKP171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP173,4,7,12,9,2,2,6,5,9,1,0,1,36,6,1,27,33,13
RN7SKP174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RN7SKP179,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
RN7SKP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP180,0,4,1,0,1,0,0,0,1,0,1,0,5,0,2,0,1,0
RN7SKP181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP184,1,6,2,3,6,4,2,12,10,4,2,0,0,0,0,0,0,0
RN7SKP185,0,3,0,1,4,0,2,4,5,5,2,5,10,3,1,12,5,1
RN7SKP186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP195,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1
RN7SKP196,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
RN7SKP197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP198,0,0,0,6,1,1,3,5,7,0,1,2,2,0,1,1,1,0
RN7SKP199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RN7SKP20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
RN7SKP200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP203,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1
RN7SKP204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP212,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0
RN7SKP213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP214,0,0,1,1,0,1,0,0,1,0,0,3,8,0,3,6,3,0
RN7SKP216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP219,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP22,1,1,1,1,0,2,1,0,1,0,0,1,19,3,0,9,6,2
RN7SKP220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP222,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
RN7SKP223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP225,1,0,2,2,0,1,3,1,0,0,0,0,3,1,2,2,4,0
RN7SKP226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP227,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RN7SKP228,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RN7SKP229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP23,9,5,7,5,2,6,4,1,8,3,0,1,0,1,0,2,1,1
RN7SKP230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
RN7SKP231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP234,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0
RN7SKP235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RN7SKP238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP239,15,17,29,5,14,11,23,22,9,0,0,0,9,0,1,13,11,1
RN7SKP24,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,3,1
RN7SKP240,9,1,14,8,5,7,12,14,13,0,1,7,8,1,1,12,7,5
RN7SKP241,5,3,2,2,1,6,4,4,3,0,0,0,1,0,0,0,0,0
RN7SKP242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP243,0,0,0,1,2,3,0,1,2,0,0,1,0,0,0,0,1,0
RN7SKP244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP245,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0
RN7SKP246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP248,1,1,0,0,2,2,1,1,1,0,1,2,0,0,0,1,0,1
RN7SKP249,1,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP25,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,4,0
RN7SKP250,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
RN7SKP252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RN7SKP253,1,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,3
RN7SKP254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP255,0,0,1,0,2,0,0,0,0,0,3,1,0,0,1,0,0,0
RN7SKP256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP258,0,0,0,5,3,0,2,1,1,0,2,0,0,0,0,0,0,0
RN7SKP259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RN7SKP261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP264,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0
RN7SKP265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP268,0,0,2,1,0,0,3,6,5,0,0,0,0,0,0,0,0,0
RN7SKP269,3,1,2,0,2,2,3,3,2,0,0,1,0,2,0,2,2,1
RN7SKP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP273,0,1,1,2,0,1,1,1,3,0,0,2,1,0,0,1,1,0
RN7SKP275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP276,0,0,1,0,0,1,19,7,3,0,0,0,0,1,0,0,0,1
RN7SKP277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP283,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
RN7SKP284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP292,4,1,3,0,3,7,7,0,1,2,3,10,1,0,3,0,5,0
RN7SKP293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP297,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP30,4,14,5,7,6,6,28,28,25,6,2,7,6,1,0,6,6,2
RN7SKP31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RN7SKP33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RN7SKP34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP35,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP38,7,8,7,2,12,8,5,7,8,24,13,17,19,5,0,22,11,5
RN7SKP39,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP40,1,1,1,0,3,3,2,0,0,1,0,0,2,0,0,1,2,0
RN7SKP42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP5,3,3,3,0,1,0,7,5,0,0,0,0,3,0,0,2,5,0
RN7SKP50,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1
RN7SKP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP53,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
RN7SKP54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP56,2,1,1,2,1,1,2,3,2,0,0,0,0,1,0,0,0,0
RN7SKP57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0
RN7SKP58,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
RN7SKP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RN7SKP67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
RN7SKP69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RN7SKP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
